Payer;SoldTo;;Division Brand;Division;;Season Year Sub;Sales Document;Sales Document Type;Customer PO;Article MH3 Lifestyle;Article MH1 World;Generic Article;Article Style;Article MH6 Sub Product Group;Article Color Code;Article Color Text;Article Size;Article MH2 Gender;GTIN;Article Program;Commodity Code Vendor;Article Country of Origin;Article Fiber Components;Price Net;Price Wholesale;Price Retail;Season Main;RDD;Cancellation Date;Rejection Reason;Order Qty;Rejected Qty;Total Qty;Confirmed Qty;Retail Value;Weight Net Item;Weight Gross Item
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06120P01;ESSENTIAL SWEAT DRESS;T-Shirt Dresses;P01;Light Grey Heather;14;Girls;8720114877344;##;6104420000;Bangladesh;ORGANIC COTTON (95%), ELASTANE (5%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,697.00 ;1.50 ;1.95 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06120P01;ESSENTIAL SWEAT DRESS;T-Shirt Dresses;P01;Light Grey Heather;14;Girls;8720114877344;##;6104420000;Bangladesh;ORGANIC COTTON (95%), ELASTANE (5%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,697.00 ;1.50 ;1.95 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06120P01;ESSENTIAL SWEAT DRESS;T-Shirt Dresses;P01;Light Grey Heather;16;Girls;8720114877382;##;6104420000;Bangladesh;ORGANIC COTTON (95%), ELASTANE (5%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;1 ;0 ;1 ;1 ;899.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06120P01;ESSENTIAL SWEAT DRESS;T-Shirt Dresses;P01;Light Grey Heather;16;Girls;8720114877382;##;6104420000;Bangladesh;ORGANIC COTTON (95%), ELASTANE (5%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;1 ;0 ;1 ;1 ;899.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06120P01;ESSENTIAL SWEAT DRESS;T-Shirt Dresses;P01;Light Grey Heather;8;Girls;8720114877122;##;6104420000;Bangladesh;ORGANIC COTTON (95%), ELASTANE (5%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;1 ;0 ;1 ;1 ;899.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06120P01;ESSENTIAL SWEAT DRESS;T-Shirt Dresses;P01;Light Grey Heather;8;Girls;8720114877122;##;6104420000;Bangladesh;ORGANIC COTTON (95%), ELASTANE (5%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;1 ;0 ;1 ;1 ;899.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06157C87;FLOWER EMBROIDERED HOODIE;Hoodies;C87;Twilight Navy;10;Girls;8720114863583;##;6110209900;India;ORGANIC COTTON (70%), RECYCLED POLYESTER (30%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,798.00 ;1.00 ;1.30 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06157C87;FLOWER EMBROIDERED HOODIE;Hoodies;C87;Twilight Navy;10;Girls;8720114863583;##;6110209900;India;ORGANIC COTTON (70%), RECYCLED POLYESTER (30%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,798.00 ;1.00 ;1.30 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06157C87;FLOWER EMBROIDERED HOODIE;Hoodies;C87;Twilight Navy;12;Girls;8720114863729;##;6110209900;India;ORGANIC COTTON (70%), RECYCLED POLYESTER (30%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,697.00 ;1.50 ;1.95 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06157C87;FLOWER EMBROIDERED HOODIE;Hoodies;C87;Twilight Navy;12;Girls;8720114863729;##;6110209900;India;ORGANIC COTTON (70%), RECYCLED POLYESTER (30%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,798.00 ;1.00 ;1.30 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06157C87;FLOWER EMBROIDERED HOODIE;Hoodies;C87;Twilight Navy;14;Girls;8720114863774;##;6110209900;India;ORGANIC COTTON (70%), RECYCLED POLYESTER (30%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,697.00 ;1.50 ;1.95 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06157C87;FLOWER EMBROIDERED HOODIE;Hoodies;C87;Twilight Navy;14;Girls;8720114863774;##;6110209900;India;ORGANIC COTTON (70%), RECYCLED POLYESTER (30%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,697.00 ;1.50 ;1.95 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06157C87;FLOWER EMBROIDERED HOODIE;Hoodies;C87;Twilight Navy;16;Girls;8720114863835;##;6110209900;India;ORGANIC COTTON (70%), RECYCLED POLYESTER (30%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;1 ;0 ;1 ;1 ;899.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06157C87;FLOWER EMBROIDERED HOODIE;Hoodies;C87;Twilight Navy;16;Girls;8720114863835;##;6110209900;India;ORGANIC COTTON (70%), RECYCLED POLYESTER (30%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;1 ;0 ;1 ;1 ;899.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06157C87;FLOWER EMBROIDERED HOODIE;Hoodies;C87;Twilight Navy;8;Girls;8720114863545;##;6110209900;India;ORGANIC COTTON (70%), RECYCLED POLYESTER (30%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;1 ;0 ;1 ;1 ;899.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06157C87;FLOWER EMBROIDERED HOODIE;Hoodies;C87;Twilight Navy;8;Girls;8720114863545;##;6110209900;India;ORGANIC COTTON (70%), RECYCLED POLYESTER (30%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;1 ;0 ;1 ;1 ;899.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06165TPI;MULTI SHINE PRINT TEE L/S;L/S T-Shirts;TPI;Pale Primrose;10;Girls;8720114893559;##;6110209900;Bangladesh;ORGANIC COTTON (91%), ELASTANE (9%);178.5;178.5;499;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;998.00 ;0.60 ;0.90 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06165TPI;MULTI SHINE PRINT TEE L/S;L/S T-Shirts;TPI;Pale Primrose;10;Girls;8720114893559;##;6110209900;Bangladesh;ORGANIC COTTON (91%), ELASTANE (9%);178.5;178.5;499;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;998.00 ;0.60 ;0.90 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06165TPI;MULTI SHINE PRINT TEE L/S;L/S T-Shirts;TPI;Pale Primrose;12;Girls;8720114893566;##;6110209900;Bangladesh;ORGANIC COTTON (91%), ELASTANE (9%);178.5;178.5;499;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,497.00 ;0.90 ;1.35 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06165TPI;MULTI SHINE PRINT TEE L/S;L/S T-Shirts;TPI;Pale Primrose;12;Girls;8720114893566;##;6110209900;Bangladesh;ORGANIC COTTON (91%), ELASTANE (9%);178.5;178.5;499;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;998.00 ;0.60 ;0.90 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06165TPI;MULTI SHINE PRINT TEE L/S;L/S T-Shirts;TPI;Pale Primrose;14;Girls;8720114893573;##;6110209900;Bangladesh;ORGANIC COTTON (91%), ELASTANE (9%);178.5;178.5;499;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,497.00 ;0.90 ;1.35 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06165TPI;MULTI SHINE PRINT TEE L/S;L/S T-Shirts;TPI;Pale Primrose;14;Girls;8720114893573;##;6110209900;Bangladesh;ORGANIC COTTON (91%), ELASTANE (9%);178.5;178.5;499;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,497.00 ;0.90 ;1.35 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06165TPI;MULTI SHINE PRINT TEE L/S;L/S T-Shirts;TPI;Pale Primrose;16;Girls;8720114893580;##;6110209900;Bangladesh;ORGANIC COTTON (91%), ELASTANE (9%);178.5;178.5;499;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;499.00 ;0.30 ;0.45 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06165TPI;MULTI SHINE PRINT TEE L/S;L/S T-Shirts;TPI;Pale Primrose;16;Girls;8720114893580;##;6110209900;Bangladesh;ORGANIC COTTON (91%), ELASTANE (9%);178.5;178.5;499;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;499.00 ;0.30 ;0.45 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06165TPI;MULTI SHINE PRINT TEE L/S;L/S T-Shirts;TPI;Pale Primrose;8;Girls;8720114893542;##;6110209900;Bangladesh;ORGANIC COTTON (91%), ELASTANE (9%);178.5;178.5;499;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;499.00 ;0.30 ;0.45 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06165TPI;MULTI SHINE PRINT TEE L/S;L/S T-Shirts;TPI;Pale Primrose;8;Girls;8720114893542;##;6110209900;Bangladesh;ORGANIC COTTON (91%), ELASTANE (9%);178.5;178.5;499;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;499.00 ;0.30 ;0.45 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362ABI;BABY BRANDED SWEATPANT;Sweatpants;ABI;Smooth Stone;56;Newborn;8720114861497;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.25 ;0.40 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362ABI;BABY BRANDED SWEATPANT;Sweatpants;ABI;Smooth Stone;56;Newborn;8720114861497;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.25 ;0.40 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362ABI;BABY BRANDED SWEATPANT;Sweatpants;ABI;Smooth Stone;62;Newborn;8720114861749;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,098.00 ;0.50 ;0.80 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362ABI;BABY BRANDED SWEATPANT;Sweatpants;ABI;Smooth Stone;62;Newborn;8720114861749;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.25 ;0.40 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362ABI;BABY BRANDED SWEATPANT;Sweatpants;ABI;Smooth Stone;68;Newborn;8720114861787;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,098.00 ;0.50 ;0.80 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362ABI;BABY BRANDED SWEATPANT;Sweatpants;ABI;Smooth Stone;68;Newborn;8720114861787;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,098.00 ;1.00 ;1.60 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362ABI;BABY BRANDED SWEATPANT;Sweatpants;ABI;Smooth Stone;74;Newborn;8720114861930;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,098.00 ;0.50 ;0.80 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362ABI;BABY BRANDED SWEATPANT;Sweatpants;ABI;Smooth Stone;74;Newborn;8720114861930;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.25 ;0.40 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362ABI;BABY BRANDED SWEATPANT;Sweatpants;ABI;Smooth Stone;80;Newborn;8720114861978;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,098.00 ;0.50 ;0.80 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362ABI;BABY BRANDED SWEATPANT;Sweatpants;ABI;Smooth Stone;80;Newborn;8720114861978;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.25 ;0.40 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362ABI;BABY BRANDED SWEATPANT;Sweatpants;ABI;Smooth Stone;86;Newborn;8720114862210;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,098.00 ;0.50 ;0.80 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362ABI;BABY BRANDED SWEATPANT;Sweatpants;ABI;Smooth Stone;86;Newborn;8720114862210;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.25 ;0.40 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362ABI;BABY BRANDED SWEATPANT;Sweatpants;ABI;Smooth Stone;92;Newborn;8720114862289;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.25 ;0.40 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362ABI;BABY BRANDED SWEATPANT;Sweatpants;ABI;Smooth Stone;92;Newborn;8720114862289;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.25 ;0.40 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362C87;BABY BRANDED SWEATPANT;Sweatpants;C87;Twilight Navy;56;Newborn;8720114840263;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.25 ;0.40 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362C87;BABY BRANDED SWEATPANT;Sweatpants;C87;Twilight Navy;56;Newborn;8720114840263;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.25 ;0.40 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362C87;BABY BRANDED SWEATPANT;Sweatpants;C87;Twilight Navy;62;Newborn;8720114840430;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,098.00 ;0.50 ;0.80 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362C87;BABY BRANDED SWEATPANT;Sweatpants;C87;Twilight Navy;62;Newborn;8720114840430;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.25 ;0.40 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362C87;BABY BRANDED SWEATPANT;Sweatpants;C87;Twilight Navy;68;Newborn;8720114840485;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,098.00 ;0.50 ;0.80 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362C87;BABY BRANDED SWEATPANT;Sweatpants;C87;Twilight Navy;68;Newborn;8720114840485;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,098.00 ;0.50 ;0.80 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362C87;BABY BRANDED SWEATPANT;Sweatpants;C87;Twilight Navy;74;Newborn;8720114840539;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,098.00 ;0.50 ;0.80 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362C87;BABY BRANDED SWEATPANT;Sweatpants;C87;Twilight Navy;74;Newborn;8720114840539;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.25 ;0.40 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362C87;BABY BRANDED SWEATPANT;Sweatpants;C87;Twilight Navy;80;Newborn;8720114840560;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,098.00 ;0.50 ;0.80 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362C87;BABY BRANDED SWEATPANT;Sweatpants;C87;Twilight Navy;80;Newborn;8720114840560;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.25 ;0.40 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362C87;BABY BRANDED SWEATPANT;Sweatpants;C87;Twilight Navy;86;Newborn;8720114840614;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,098.00 ;0.50 ;0.80 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KN0KN01362C87;BABY BRANDED SWEATPANT;Sweatpants;C87;Twilight Navy;86;Newborn;8720114840614;##;6111209000;Portugal;ORGANIC COTTON (95%), ELASTANE (5%);196.5;196.5;549;Summer/Fall;15-09-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.25 ;0.40 
